GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,316,Leather & allied product mfg,,2006,36125,5,27791,1338842,1078105,260737,2,657217,54229,3022019,2,2493001,317635,142658,25519,1,68724,687872,43204,1,0,0,3010839,4,5941292,3,5408475,532816,506118,15190,11508,437004,1018014,2,565596,3,102308,3,350110,3,870432,457682,110140,302610,117519,3,42457,75062,1773,9445,63844
0100000US,,United States,,316,Leather & allied product mfg,,2005,38284,3,29375,1392190,1133036,259154,1,694013,57598,3291064,1,2751243,319188,133263,35246,3,87370,948621,52124,1,16,0,2919598,2,6181055,2,5624259,556796,533146,10957,12692,431846,892781,2,469737,3,112260,2,310784,2,840532,428583,115290,296659,108090,4,22240,85850,3592,8821,73436
0100000US,,United States,,3161,Leather & hide tanning & finishing,,2006,4815,2,3622,231550,179837,51713,3,119399,7149,970004,1,911380,12558,8980,18269,1,37086,300548,18817,1,0,0,345011,1,1339951,1,1323980,15971,13603,,,,113554,4,37280,2,31117,2,45156,8,153880,49529,44670,59682,10526,5,1545,8981,165,302,8514
0100000US,,United States,,3161,Leather & hide tanning & finishing,,2005,6080,1,4678,290656,229709,60947,1,154514,9286,1260851,1,1175607,15064,15597,26635,1,54583,514720,27948,1,0,0,516513,1,1787033,1,1768564,18468,16508,,,286532,158056,3,51687,2,45992,1,60378,7,165217,57658,50555,57005,22982,2,2511,20471,237,518,19716
0100000US,,United States,,31611,Leather and hide tanning and finishing,,2006,4815,2,3622,231550,179837,51713,3,119399,7149,970004,1,911380,12558,8980,18269,1,37086,300548,18817,1,0,0,345011,1,1339951,1,1323980,15971,13603,,,,113554,4,37280,2,31117,2,45156,8,153880,49529,44670,59682,10526,5,1545,8981,165,302,8514
0100000US,,United States,,31611,Leather and hide tanning and finishing,,2005,6080,1,4678,290656,229709,60947,1,154514,9286,1260851,1,1175607,15064,15597,26635,1,54583,514720,27948,1,0,0,516513,1,1787033,1,1768564,18468,16508,,,286532,158056,3,51687,2,45992,1,60378,7,165217,57658,50555,57005,22982,2,2511,20471,237,518,19716
0100000US,,United States,,316110,Leather and hide tanning and finishing,,2006,4815,2,3622,231550,179837,51713,3,119399,7149,970004,1,911380,12558,8980,18269,1,37086,300548,18817,1,0,0,345011,1,1339951,1,1323980,15971,13603,,,,113554,4,37280,2,31117,2,45156,8,153880,49529,44670,59682,10526,5,1545,8981,165,302,8514
0100000US,,United States,,316110,Leather and hide tanning and finishing,,2005,6080,1,4678,290656,229709,60947,1,154514,9286,1260851,1,1175607,15064,15597,26635,1,54583,514720,27948,1,0,0,516513,1,1787033,1,1768564,18468,16508,,,286532,158056,3,51687,2,45992,1,60378,7,165217,57658,50555,57005,22982,2,2511,20471,237,518,19716
0100000US,,United States,,3162,Footwear mfg,,2006,14081,1,11426,509435,409278,100157,1,261378,21773,966654,1,838432,75273,35739,3638,2,17209,209092,13571,1,0,0,1039608,1,1980514,1,1871557,108957,104652,,,191295,346807,1,207733,1,32730,1,106344,2,310232,183712,29857,96663,28294,2,3669,24625,1030,1581,22014
0100000US,,United States,,3162,Footwear mfg,,2005,15414,1,12583,552203,430060,122143,1,281149,24343,970530,1,841504,76975,34969,3472,2,17083,246739,13611,1,0,0,1027162,1,1982036,1,1850735,131301,126579,,,,322454,1,190041,1,31021,1,101392,1,308405,170686,33574,104145,28666,2,2679,25986,761,1852,23373
0100000US,,United States,,31621,Footwear manufacturing,,2006,14081,1,11426,509435,409278,100157,1,261378,21773,966654,1,838432,75273,35739,3638,2,17209,209092,13571,1,0,0,1039608,1,1980514,1,1871557,108957,104652,,,191295,346807,1,207733,1,32730,1,106344,2,310232,183712,29857,96663,28294,2,3669,24625,1030,1581,22014
0100000US,,United States,,31621,Footwear manufacturing,,2005,15414,1,12583,552203,430060,122143,1,281149,24343,970530,1,841504,76975,34969,3472,2,17083,246739,13611,1,0,0,1027162,1,1982036,1,1850735,131301,126579,,,,322454,1,190041,1,31021,1,101392,1,308405,170686,33574,104145,28666,2,2679,25986,761,1852,23373
0100000US,,United States,,31621M,Footwear manufacturing,,2006,14081,1,11426,509435,409278,100157,1,261378,21773,966654,1,838432,75273,35739,3638,2,17209,209092,13571,1,0,0,1039608,1,1980514,1,1871557,108957,104652,,,191295,346807,1,207733,1,32730,1,106344,2,310232,183712,29857,96663,28294,2,3669,24625,1030,1581,22014
0100000US,,United States,,31621M,Footwear manufacturing,,2005,15414,1,12583,552203,430060,122143,1,281149,24343,970530,1,841504,76975,34969,3472,2,17083,246739,13611,1,0,0,1027162,1,1982036,1,1850735,131301,126579,,,,322454,1,190041,1,31021,1,101392,1,308405,170686,33574,104145,28666,2,2679,25986,761,1852,23373
0100000US,,United States,,3169,Other leather & allied product mfg,,2006,17230,10,12742,597856,488989,108867,4,276440,25307,1085361,6,743189,229805,97940,3612,9,14428,178232,10816,5,0,0,1626219,7,2620827,7,2212939,407888,387863,14092,5933,,557653,4,320583,5,38461,9,198610,6,406320,224441,35614,146265,78699,5,37243,41456,577,7562,33316
0100000US,,United States,,3169,Other leather & allied product mfg,,2005,16790,7,12115,549331,473267,76064,3,258350,23969,1059684,4,734132,227149,82698,5139,20,15704,187162,10566,4,16,0,1375923,4,2411986,4,2004959,407027,390060,9466,7501,,412271,4,228010,7,35247,7,149014,3,366910,200239,31161,135510,56442,8,17049,39393,2595,6451,30348
0100000US,,United States,,31699,Other leather and allied product manufacturing,,2006,17230,10,12742,597856,488989,108867,4,276440,25307,1085361,6,743189,229805,97940,3612,9,14428,178232,10816,5,0,0,1626219,7,2620827,7,2212939,407888,387863,14092,5933,,557653,4,320583,5,38461,9,198610,6,406320,224441,35614,146265,78699,5,37243,41456,577,7562,33316
0100000US,,United States,,31699,Other leather and allied product manufacturing,,2005,16790,7,12115,549331,473267,76064,3,258350,23969,1059684,4,734132,227149,82698,5139,20,15704,187162,10566,4,16,0,1375923,4,2411986,4,2004959,407027,390060,9466,7501,,412271,4,228010,7,35247,7,149014,3,366910,200239,31161,135510,56442,8,17049,39393,2595,6451,30348
0100000US,,United States,,31699M,Other leather and allied product manufacturing,,2006,17230,10,12742,597856,488989,108867,4,276440,25307,1085361,6,743189,229805,97940,3612,9,14428,178232,10816,5,0,0,1626219,7,2620827,7,2212939,407888,387863,14092,5933,,557653,4,320583,5,38461,9,198610,6,406320,224441,35614,146265,78699,5,37243,41456,577,7562,33316
0100000US,,United States,,31699M,Other leather and allied product manufacturing,,2005,16790,7,12115,549331,473267,76064,3,258350,23969,1059684,4,734132,227149,82698,5139,20,15704,187162,10566,4,16,0,1375923,4,2411986,4,2004959,407027,390060,9466,7501,,412271,4,228010,7,35247,7,149014,3,366910,200239,31161,135510,56442,8,17049,39393,2595,6451,30348
0100000US,,United States,,321,Wood product mfg,,2006,536215,1,432428,22778140,18144466,4633674,1,12794805,887879,68090301,1,61866987,3046535,780639,813339,2,2396140,28271648,1582801,3,1198283,687359,44266866,1,112403167,1,107211753,5191414,3809087,441293,941034,5642012,11815546,1,4667755,2,2133893,2,5013897,1,11800634,4520810,2241232,5038592,3608362,2,507302,3101060,213099,191582,2696379
0100000US,,United States,,321,Wood product mfg,,2005,538890,1,431569,22027618,17832691,4194927,1,12618535,911332,67809137,1,61681345,3213818,704083,764745,2,2209891,27979013,1445146,1,1255650,802770,44751928,1,112094961,1,106787778,5307183,3984743,309832,1012608,5291632,11816460,1,4500687,2,2276061,2,5039712,2,10865134,4083087,2141950,4640098,3033805,2,528641,2505165,166178,144922,2194065
0100000US,,United States,,3211,Sawmills & wood preservation,,2006,104022,1,87373,4866240,3863431,1002809,1,2975467,193407,22362702,1,20521320,724866,276566,286621,4,839950,9760840,553329,7,1063824,685595,9787343,3,32153343,1,30800982,1352361,795960,95453,460948,1366881,4082028,2,1841361,2,932436,3,1308231,4,4060373,1746777,990568,1323028,1246687,3,99861,1146826,54689,37606,1054532
0100000US,,United States,,3211,Sawmills & wood preservation,,2005,104642,1,86956,4809381,3853143,956238,1,2954368,196051,21974628,2,20178453,783450,270557,266971,4,742168,9004168,475196,2,1130349,802073,10834533,1,32643122,1,31206952,1436170,837687,79994,518489,1321233,3971414,2,1703763,2,1014038,3,1253614,5,3676091,1552289,959723,1164080,924419,3,100311,824108,45724,30798,747586
0100000US,,United States,,32111,Sawmills and wood preservation,,2006,104022,1,87373,4866240,3863431,1002809,1,2975467,193407,22362702,1,20521320,724866,276566,286621,4,839950,9760840,553329,7,1063824,685595,9787343,3,32153343,1,30800982,1352361,795960,95453,460948,1366881,4082028,2,1841361,2,932436,3,1308231,4,4060373,1746777,990568,1323028,1246687,3,99861,1146826,54689,37606,1054532
0100000US,,United States,,32111,Sawmills and wood preservation,,2005,104642,1,86956,4809381,3853143,956238,1,2954368,196051,21974628,2,20178453,783450,270557,266971,4,742168,9004168,475196,2,1130349,802073,10834533,1,32643122,1,31206952,1436170,837687,79994,518489,1321233,3971414,2,1703763,2,1014038,3,1253614,5,3676091,1552289,959723,1164080,924419,3,100311,824108,45724,30798,747586
0100000US,,United States,,32111M,Sawmills and wood preservation,,2006,104022,1,87373,4866240,3863431,1002809,1,2975467,193407,22362702,1,20521320,724866,276566,286621,4,839950,9760840,553329,7,1063824,685595,9787343,3,32153343,1,30800982,1352361,795960,95453,460948,1366881,4082028,2,1841361,2,932436,3,1308231,4,4060373,1746777,990568,1323028,1246687,3,99861,1146826,54689,37606,1054532
0100000US,,United States,,32111M,Sawmills and wood preservation,,2005,104642,1,86956,4809381,3853143,956238,1,2954368,196051,21974628,2,20178453,783450,270557,266971,4,742168,9004168,475196,2,1130349,802073,10834533,1,32643122,1,31206952,1436170,837687,79994,518489,1321233,3971414,2,1703763,2,1014038,3,1253614,5,3676091,1552289,959723,1164080,924419,3,100311,824108,45724,30798,747586
0100000US,,United States,,3212,"Veneer, plywood, & engineered wood product mfg",,2006,114713,1,92159,5313717,4171472,1142245,1,2913730,193768,15275640,1,13777366,446157,143236,349595,2,908881,10515709,559287,1,86070,,10446894,1,25748647,1,24977862,770785,540778,144352,85655,1815226,2087732,2,770580,3,216313,2,1100839,2,2175751,776423,229914,1169414,791989,2,69776,722214,41361,18531,662321
0100000US,,United States,,3212,"Veneer, plywood, & engineered wood product mfg",,2005,115528,1,93043,5168555,4111718,1056837,1,2927790,202835,15673225,1,14222768,471183,124299,323465,3,854975,10552843,531511,2,84171,,11062758,1,26575895,1,25711485,864410,589619,138539,136252,1711712,2199965,2,796487,3,235092,4,1168386,2,1881063,693159,171663,1016241,894799,2,154376,740423,36766,29514,674144
0100000US,,United States,,32121,"Veneer, plywood, and engineered wood product manufacturing",,2006,114713,1,92159,5313717,4171472,1142245,1,2913730,193768,15275640,1,13777366,446157,143236,349595,2,908881,10515709,559287,1,86070,,10446894,1,25748647,1,24977862,770785,540778,144352,85655,1815226,2087732,2,770580,3,216313,2,1100839,2,2175751,776423,229914,1169414,791989,2,69776,722214,41361,18531,662321
0100000US,,United States,,32121,"Veneer, plywood, and engineered wood product manufacturing",,2005,115528,1,93043,5168555,4111718,1056837,1,2927790,202835,15673225,1,14222768,471183,124299,323465,3,854975,10552843,531511,2,84171,,11062758,1,26575895,1,25711485,864410,589619,138539,136252,1711712,2199965,2,796487,3,235092,4,1168386,2,1881063,693159,171663,1016241,894799,2,154376,740423,36766,29514,674144
0100000US,,United States,,321219,Reconstituted wood product manufacturing,,2006,21220,2,16829,1189322,913412,275910,2,647931,36078,4382211,2,3705361,58414,46693,240979,2,571743,6445211,330764,2,,0,3498136,2,7868726,2,7751582,117143,70532,2035,44576,624468,595612,2,220436,3,28772,5,346404,2,581737,218226,24349,339162,320528,3,25219,295309,2706,4994,287609
0100000US,,United States,,321219,Reconstituted wood product manufacturing,,2005,21337,2,17022,1190163,898373,291790,2,647723,37532,4375446,2,3712724,61417,50066,230482,3,551239,6477325,320757,2,,0,3966983,1,8314175,1,8199769,114406,81542,2035,30829,626570,580747,1,223861,2,25356,5,331530,2,494358,201132,24819,268407,425976,3,70844,355132,4133,7033,343966
0100000US,,United States,,32121N,Veneer and plywood manufacturing,,2006,38489,2,33669,1808200,1362504,445696,2,1099154,71603,5539082,2,5196233,58591,35216,78469,5,249042,3038483,170572,2,,,2731944,2,8260063,2,8083150,176913,62754,91444,,996156,823490,3,320041,2,107707,4,395742,6,834286,293575,119205,421505,253697,2,20816,232881,7850,4351,220681
0100000US,,United States,,32121N,Veneer and plywood manufacturing,,2005,38756,2,34209,1785598,1370650,414948,2,1113453,75967,5765273,2,5437981,57104,47485,65193,10,222703,3055955,157510,2,,,3064005,2,8764495,2,8520833,243662,64233,,,956559,873217,3,310339,2,126397,6,436481,4,751953,281451,86496,384005,200015,6,41568,158447,4951,12902,140594
0100000US,,United States,,32121P,Engineered wood product manufacturing,,2006,55004,2,41661,2316195,1895556,420639,3,1166645,86087,5354348,2,4875772,329151,61327,30147,4,88097,1032015,57950,2,,0,4216813,2,9619858,2,9143129,476729,407493,50872,18364,194602,668630,3,230103,8,79833,4,358693,3,759728,264621,86360,408747,217764,5,23740,194023,30805,9187,154031
0100000US,,United States,,32121P,Engineered wood product manufacturing,,2005,55435,2,41812,2192795,1842695,350100,2,1166614,89336,5532505,2,5072063,352662,26748,27789,4,81032,1019563,53243,2,,0,4031769,2,9497225,2,8990882,506343,443845,,,128583,746001,4,262287,9,83339,8,400375,3,634752,210576,60347,363829,268808,4,41963,226845,27682,9579,189584
0100000US,,United States,,3219,Other wood product mfg,,2006,317480,1,252896,12598183,10109563,2488620,1,6905608,500704,30451959,1,27568301,1875512,360837,177123,3,647309,7995098,470186,2,48389,,24032629,1,54501177,1,51432910,3068268,2472349,201488,394431,2459905,5645787,1,2055814,3,985145,2,2604827,2,5564510,1997610,1020750,2546150,1569685,4,337666,1232020,117049,135445,979526
0100000US,,United States,,3219,Other wood product mfg,,2005,318720,1,251570,12049682,9867830,2181852,1,6736377,512447,30161284,1,27280124,1959185,309227,174309,5,612748,8422002,438439,3,41129,,22854637,1,52875944,1,49869341,3006603,2557438,91299,357867,2258687,5645081,1,2000437,3,1026932,2,2617712,2,5307980,1837638,1010564,2459777,1214587,4,273953,940634,83688,84611,772335
0100000US,,United States,,32191,Millwork,,2006,159744,1,126939,6763705,5355262,1408443,1,3727054,250780,17690029,2,15971130,1215012,137347,92321,3,366540,4713268,274219,2,47832,,12726115,2,30438620,1,28545332,1893288,1465593,139258,288437,2073647,3337599,2,1131831,4,583726,3,1622042,2,3247802,1099608,612588,1535606,714668,6,114111,600557,30581,55422,514554
0100000US,,United States,,32191,Millwork,,2005,158869,1,125107,6464748,5198138,1266610,1,3610358,257574,17400420,2,15629869,1307111,122162,90986,8,341279,4635508,250293,2,40273,,11527030,2,28896562,1,26968878,1927684,1544188,114195,269301,1941465,3279124,2,1084917,4,609136,2,1585071,2,3218579,1018563,618766,1581251,649776,7,122197,527579,33188,51850,442541
0100000US,,United States,,32191M,Millwork,,2006,159744,1,126939,6763705,5355262,1408443,1,3727054,250780,17690029,2,15971130,1215012,137347,92321,3,366540,4713268,274219,2,47832,,12726115,2,30438620,1,28545332,1893288,1465593,139258,288437,2073647,3337599,2,1131831,4,583726,3,1622042,2,3247802,1099608,612588,1535606,714668,6,114111,600557,30581,55422,514554
0100000US,,United States,,32191M,Millwork,,2005,158869,1,125107,6464748,5198138,1266610,1,3610358,257574,17400420,2,15629869,1307111,122162,90986,8,341279,4635508,250293,2,40273,,11527030,2,28896562,1,26968878,1927684,1544188,114195,269301,1941465,3279124,2,1084917,4,609136,2,1585071,2,3218579,1018563,618766,1581251,649776,7,122197,527579,33188,51850,442541
0100000US,,United States,,32192,Wood container and pallet manufacturing,,2006,51796,2,43291,1676228,1400296,275932,3,989999,87230,3541636,3,3157381,253980,33558,32761,7,96718,1111774,63957,3,,0,3011867,4,6544602,2,6187206,357396,311548,,,176108,587943,5,201155,7,109337,5,277451,9,556815,187599,103042,266174,220794,15,50756,170038,23719,9707,136613
0100000US,,United States,,32192,Wood container and pallet manufacturing,,2005,49822,2,41045,1432133,1246783,185350,2,889637,83711,3214608,2,2858586,226214,39695,27599,8,90113,1251689,62514,6,,0,2709269,4,5936457,2,5634979,301478,279458,7335,14684,158607,567680,6,188180,7,105724,4,273776,10,537342,185179,110355,241808,190897,14,55584,135313,21911,6436,106966
0100000US,,United States,,321920,Wood container and pallet manufacturing,,2006,51796,2,43291,1676228,1400296,275932,3,989999,87230,3541636,3,3157381,253980,33558,32761,7,96718,1111774,63957,3,,0,3011867,4,6544602,2,6187206,357396,311548,,,176108,587943,5,201155,7,109337,5,277451,9,556815,187599,103042,266174,220794,15,50756,170038,23719,9707,136613
0100000US,,United States,,321920,Wood container and pallet manufacturing,,2005,49822,2,41045,1432133,1246783,185350,2,889637,83711,3214608,2,2858586,226214,39695,27599,8,90113,1251689,62514,6,,0,2709269,4,5936457,2,5634979,301478,279458,7335,14684,158607,567680,6,188180,7,105724,4,273776,10,537342,185179,110355,241808,190897,14,55584,135313,21911,6436,106966
0100000US,,United States,,32199,All other wood product manufacturing,,2006,105940,1,82666,4158251,3354005,804246,2,2188555,162693,9220293,1,8439790,406520,189932,52041,6,184051,2170056,132010,3,,0,8294648,2,17517956,1,16700372,817584,695208,,70230,210150,1720245,3,722828,5,292082,3,705334,2,1759893,710403,305120,744370,634223,4,172799,461424,62750,70315,328359
0100000US,,United States,,32199,All other wood product manufacturing,,2005,110029,1,85418,4152803,3422910,729893,1,2236382,171161,9546256,1,8791669,425861,147370,55724,10,181357,2534806,125632,11,,0,8618339,1,18042925,1,17265485,777441,733791,,73881,158616,1798277,2,727340,5,312071,2,758865,2,1552058,633897,281443,636718,373913,4,96172,277741,28589,26324,222828
0100000US,,United States,,321991,Manufactured home (mobile home) manufacturing,,2006,43857,1,35372,1685062,1345863,339199,1,921138,68998,3863735,1,3813170,4272,13366,9622,4,32927,328150,23305,2,,0,2896596,1,6788355,1,6769436,18919,4719,848,13352,4579,401750,2,95474,2,66644,3,239632,3,449046,113921,74835,260290,257582,6,91001,166581,39277,48179,79125
0100000US,,United States,,321991,Manufactured home (mobile home) manufacturing,,2005,46597,1,37459,1722686,1410508,312178,1,963709,75320,4147354,1,4082455,4821,28313,9150,4,31765,358543,22615,2,0,0,3175960,1,7259379,1,7232344,27034,5741,1304,19990,6942,463383,2,115886,3,77710,5,269787,3,337306,68019,60256,209031,142496,5,55976,86520,11447,10181,64892
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,2006,26009,3,18819,1098306,884969,213337,4,511165,36643,2455515,2,2093612,192795,144548,9271,6,24560,248138,15289,3,0,0,2053569,3,4504905,2,4266076,238829,240937,,27361,12319,381575,3,126895,4,69298,3,185382,5,433394,121708,82662,229024,73234,5,24879,48355,9686,5063,33605
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,2005,26052,2,18749,1072552,894006,178546,3,522158,37449,2526724,2,2235758,185685,81184,9327,6,24097,252249,14770,3,0,0,2079221,3,4571709,2,4340355,231354,241470,,21269,10780,438166,3,124999,4,83609,3,229559,4,377418,112517,74210,190691,74995,5,26241,48754,7624,5561,35569
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,2006,36073,2,28475,1374881,1123172,251709,3,756252,57052,2901043,4,2533009,209452,32018,33148,10,126564,1593768,93417,5,,0,3344483,4,6224696,3,5664860,559836,449552,80767,,193253,936920,4,500459,7,156141,5,280320,4,877454,474773,147624,255057,303408,6,56919,246488,13787,17073,215629
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,2005,37380,3,29210,1357564,1118396,239168,3,750516,58392,2872179,4,2473456,235355,37872,37248,14,125495,1924013,88247,16,,0,3363157,3,6211838,3,5692785,519052,486580,,32623,140894,896728,4,486455,7,150753,2,259520,3,837334,453360,146977,236996,156423,8,13955,142468,9518,10583,122367
0100000US,,United States,,322,Paper mfg,,2006,413370,1,321251,26822480,20586541,6235939,1,14272099,689701,89293248,1,75644808,3413213,1155303,5366741,1,9079923,71954626,3713182,1,38281428,5996571,79951815,1,169032996,1,163985290,5047706,4022775,219476,805455,17704494,14870052,1,6355623,1,1345165,3,7169264,1,14351278,6238312,1209489,6903477,7603960,1,874471,6729490,80712,197605,6451173
